world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,year
1,Harvard University,1,100,100,100,100,100,2011
2,Stanford University,2,72.6,41.2,78.4,88.4,70.2,2011
3,Massachusetts Institute of Technology (MIT),3,72,72.8,81.9,67.9,70.6,2011
4,"University of California, Berkeley",4,71.9,68.3,79.3,70,69.5,2011
5,University of Cambridge,1,70,87.1,96.7,54.5,54.1,2011
6,California Institute of Technology,5,64.7,52.6,68.8,57.3,65,2011
7,Princeton University,6,61.2,56.7,87.1,62.1,43.8,2011
8,Columbia University,7,60.4,69.6,67.4,57.1,50.8,2011
9,University of Chicago,8,57.5,65,83.9,52,40.4,2011
10,University of Oxford,2,56.4,55.5,57.6,48.9,49.7,2011
11,Yale University,9,54.8,49.6,44.9,59.5,57.4,2011
12,"University of California, Los Angeles",10,53,30,42.6,57.5,53.1,2011
13,Cornell University,11,51.5,42,51.1,54.5,48.3,2011
14,University of Pennsylvania,12,50.4,36.3,34.3,57.7,48.8,2011
15,"University of California, San Diego",13,49.5,15.6,35.8,61.2,52.4,2011
16,University of Washington,14,48.8,24.3,31.7,55,51.9,2011
17,"University of California, San Francisco",15,46.7,0,40.1,53.5,54.2,2011
18,The Johns Hopkins University,16,45.9,43.2,32.1,42.1,47.9,2011
19,University of Wisconsin - Madison,17,45.6,35.3,35.4,52,39.7,2011
20,University College London,3,44.8,32.2,32.1,39.5,46.1,2011
21,The University of Tokyo,1,44.6,35.3,14.1,42.1,52.7,2011
22,University of Michigan - Ann Arbor,18,44.1,36.7,0,60.4,45,2011
23,Swiss Federal Institute of Technology Zurich,1,43.2,33.8,36.1,36.4,43.6,2011
24,"The Imperial College of Science, Technology and Medicine",4,42.6,16.6,37.2,41.5,39.6,2011
25,University of Illinois at Urbana-Champaign,19,42.5,34.3,36.5,43.9,38.2,2011
26,University of Toronto,1,41.9,22.8,19.2,38.9,40.6,2011
27,Kyoto University,2,41.2,33.8,34.7,39.5,35.5,2011
28,"University of Minnesota, Twin Cities",20,40.8,30,16.2,51,36.8,2011
29,New York University,21,38.8,32.2,24.4,42.1,39.4,2011
30,Northwestern University,22,38.7,17.6,22.1,48.4,37.7,2011
31,Washington University in St. Louis,23,38.1,21.2,25.9,38.9,42.6,2011
32,University of Colorado at Boulder,24,37.2,14.4,30.7,39.5,42.2,2011
33,Rockefeller University,25,37.1,19.5,58.4,28.9,42.5,2011
33,"University of California, Santa Barbara",25,37.1,16.6,35.1,42.7,34.8,2011
35,Duke University,27,35.1,17.6,0,47,40.9,2011
35,The University of Texas at Austin,27,35.1,18.6,16.6,45.6,31.7,2011
37,University of British Columbia,2,34.9,17.6,18.9,32.3,31.8,2011
38,The University of Manchester,5,34.8,21.2,33.9,28,27.7,2011
38,"University of Maryland, College Park",29,34.8,22,19.9,41.5,31,2011
40,University of Paris Sud (Paris 11),1,34.6,32.2,53.9,16.1,20.3,2011
41,Pierre and Marie  Curie University - Paris 6,2,34.3,35.4,23.5,25,30.1,2011
42,University of North Carolina at Chapel Hill,30,34,10.2,16.2,39.5,31.8,2011
43,University of Copenhagen,1,33.7,25,24.1,25.5,26.3,2011
44,Karolinska Institute,1,33.5,25.6,27.2,32.3,21.3,2011
45,Pennsylvania State University - University Park,31,32.1,11.8,0,46.2,36.9,2011
46,University of Southern California,32,32,0,26.7,39.5,26.1,2011
47,Technical University Munich,1,31.8,39.9,23.5,25,21.9,2011
48,"University of California, Davis",33,31.7,0,0,47.9,33.5,2011
48,"University of California, Irvine",33,31.7,0,29.3,36.8,25.9,2011
48,Utrecht University,1,31.7,26.3,20.9,29.8,29,2011
51,The University of Texas Southwestern Medical Center at Dallas,35,31.6,21.2,33.1,31.5,29.4,2011
52,Vanderbilt University,36,31.3,17.6,29.5,31.5,22.1,2011
53,The University of Edinburgh,6,31.2,23.5,16.6,27,34.2,2011
54,University of Munich,2,30.9,29.4,22.8,16.1,28.2,2011
55,Carnegie Mellon University,37,30.6,36.3,32.7,30.6,16.4,2011
56,University of Zurich,2,30.5,5.9,26.7,25.5,29.4,2011
57,The Hebrew University of Jerusalem,1,30.3,36.7,28.1,25,20,2011
57,University of Pittsburgh,38,30.3,21.2,0,42.1,24.2,2011
59,"Rutgers, The State University of New Jersey - New Brunswick",39,30.1,11.8,19.9,39.5,26.5,2011
60,University of Melbourne,1,30,19.5,14.1,25,21.1,2011
61,Purdue University - West Lafayette,40,29.9,15.6,23.2,29.8,23.8,2011
62,University of Heidelberg,3,29.6,15.6,27,19.1,24.1,2011
63,The Ohio State University - Columbus,41,29.5,14.4,0,41.1,26.2,2011
64,McGill University,3,29.4,31.1,0,32.3,24.2,2011
65,Brown University,42,29.2,16.6,13.6,32.3,29.5,2011
65,Leiden University,2,29.2,20.4,15.4,28,22.6,2011
67,Uppsala University,2,29,20.4,32.1,14.4,22.4,2011
68,King's College London,7,28.9,14.4,23,30.6,17.6,2011
69,Ecole Normale Superieure - Paris,3,28.7,54.2,24.4,12.5,19.4,2011
70,The Australian National University,2,28.6,15.6,12.6,33.9,26.3,2011
70,University of Bristol,8,28.6,8.3,17.8,28.4,29.6,2011
72,University of Florida,43,28.4,19.5,0,37.5,19.7,2011
73,University of Geneva,3,28.1,25,28.1,20.4,25.6,2011
74,University of Helsinki,1,28,14.4,17.8,23.9,20.8,2011
75,University of Oslo,1,27.9,20.4,33.3,17.7,14.9,2011
76,Boston University,44,27.7,13.2,11.5,29.8,25.8,2011
77,Moscow State University,1,26.9,47.4,34.1,0,10.1,2011
78,Arizona State University - Tempe,45,26.7,0,19.9,27,28.8,2011
79,University of Utah,46,26.5,0,11.5,30.6,27.6,2011
80,University of Arizona,47,26.4,0,0,29.8,37.1,2011
81,Stockholm University,3,26.1,24.3,29.5,16.1,19.1,2011
82,Indiana University Bloomington,48,25.9,11.8,22.7,26,20.5,2011
82,Osaka University,3,25.9,10.2,0,27,28.2,2011
84,University of Rochester,49,25.8,28.2,8.9,27,22.8,2011
85,University of Nottingham,9,25.7,13.2,19.9,23.9,16.3,2011
86,Aarhus University,2,25.4,13.2,22.1,7.2,24.3,2011
86,The University of Queensland,3,25.4,14.4,0,20.4,24.4,2011
86,University of Goettingen,4,25.4,31.1,19.9,16.1,18.9,2011
89,Ghent University,1,25.3,5.9,15.4,17.7,16.8,2011
89,McMaster University,4,25.3,14.4,18.9,23.9,16.7,2011
89,University of Basel,4,25.3,22,17,23.4,18,2011
92,Michigan State University,50,25.1,10.2,0,36.8,19.5,2011
93,Rice University,51,24.8,18.6,21.8,21.7,23.2,2011
94,Nagoya University,4,24.7,25,14.1,16.1,22.4,2011
94,University of Bonn,5,24.7,17.6,19.9,14.4,23.9,2011
96,University of Sydney,4,24.5,16.6,0,19.1,19,2011
97,Case Western Reserve University,52,24.4,34.8,11.5,21.7,16.6,2011
97,The University of Sheffield,10,24.4,20.4,14.1,21,18.7,2011
97,Tohoku University,5,24.4,16.6,0,21.7,22.1,2011
100,Texas A&M University - College Station,53,24.2,0,0,33.9,19.9,2011
100,University of Frankfurt,6,24.2,34.8,8.9,19.1,19.7,2011
102-150,Aix-Marseille University,04-jun,,15.6,0,16.1,22.4,2011
102-150,Baylor College of Medicine,54-68,,0,0,19.1,32.7,2011
102-150,Catholic University of Leuven,02-mar,,0,0,22.8,16.3,2011
102-150,Catholic University of Louvain,02-mar,,11.8,13.6,17.7,11.4,2011
102-150,Emory University,54-68,,0,0,32.3,24.8,2011
102-150,Georgia Institute of Technology,54-68,,14.4,0,26,22.6,2011
102-150,Hokkaido University,06-jul,,13.2,16.2,16.1,16.5,2011
102-150,London School of Economics and Political Science,nov-15,,22.8,16.2,16.1,,2011
102-150,Lund University,4,,24.3,0,25,17.2,2011
102-150,Mayo Medical School,54-68,,0,0,25,15.1,2011
102-150,National Taiwan University,1,,13.2,0,17.7,12.7,2011
102-150,National University of Singapore,1,,0,0,10.2,16.3,2011
102-150,Oregon State University,54-68,,11.8,0,27,22.2,2011
102-150,Radboud University Nijmegen,03-jun,,18.6,0,10.2,17.4,2011
102-150,Seoul National University,1,,0,0,7.2,14.5,2011
102-150,Swiss Federal Institute of Technology of Lausanne,5,,0,0,23.9,22.6,2011
102-150,Technion-Israel Institute of Technology,02-abr,,16.6,23,16.1,13.4,2011
102-150,Tel Aviv University,02-abr,,0,0,23.9,15.6,2011
102-150,The University of Georgia,54-68,,0,0,27,21.1,2011
102-150,The University of Western Australia,5,,15.6,14.1,22.8,13.9,2011
102-150,Tokyo Institute of Technology,06-jul,,14.4,0,21.7,21.8,2011
102-150,Tufts University,54-68,,16.6,16.6,22.8,15.1,2011
102-150,University of Alberta,05-jun,,13.2,0,21.7,19.4,2011
102-150,University of Amsterdam,03-jun,,5.9,0,19.1,21.1,2011
102-150,University of Birmingham,nov-15,,21.2,10.9,21.7,16.1,2011
102-150,"University of California, Riverside",54-68,,14.4,0,27,28.6,2011
102-150,"University of California, Santa Cruz",54-68,,0,0,28.9,34.3,2011
102-150,University of Delaware,54-68,,11.8,16.2,22.8,12.7,2011
102-150,University of Freiburg,07-oct,,21.2,20.9,15.3,21.1,2011
102-150,University of Groningen,03-jun,,0,19.9,17.7,16.6,2011
102-150,University of Hawaii at Manoa,54-68,,0,0,26,27.5,2011
102-150,University of Iowa,54-68,,0,0,30.6,23.9,2011
102-150,University of Leeds,nov-15,,19.5,0,14.4,21.8,2011
102-150,University of Liverpool,nov-15,,19.5,15.4,12.5,19.4,2011
102-150,University of Massachusetts Amherst,54-68,,15.6,0,33.1,16.5,2011
102-150,University of Massachusetts Medical School - Worcester,54-68,,0,19.9,14.4,28.5,2011
102-150,University of Montreal,05-jun,,13.2,0,14.4,19,2011
102-150,University of Muenster,07-oct,,22,15.4,12.5,14.9,2011
102-150,University of Paris Diderot (Paris 7),04-jun,,15.6,13.8,14.4,22.7,2011
102-150,University of Pisa,01-feb,,15.6,23.5,16.1,5.2,2011
102-150,University of Roma - La Sapienza,01-feb,,13.2,15.4,10.2,15.6,2011
102-150,University of Sao Paulo,1,,0,0,10.2,12.5,2011
102-150,University of Strasbourg,04-jun,,25,22.4,17.7,18.4,2011
102-150,University of Sussex,nov-15,,0,22.7,20.4,14.9,2011
102-150,University of Tuebingen,07-oct,,25.6,0,14.4,18.7,2011
102-150,University of Virginia,54-68,,0,0,33.9,27.8,2011
102-150,University of Wuerzburg,07-oct,,22,8.9,22.2,16.1,2011
102-150,VU University Amsterdam,03-jun,,0,0,25,15.6,2011
102-150,Weizmann Institute of Science,02-abr,,14.4,16.2,23.9,29.2,2011
151-200,Cardiff University,16-19,,0,16.2,7.2,20.5,2011
151-200,Colorado State University,69-89,,0,0,29.8,14.3,2011
151-200,Dartmouth College,69-89,,20.4,0,23.9,19,2011
151-200,Delft University of Technology,07-sep,,13.2,0,7.2,20.1,2011
151-200,Erasmus University,07-sep,,0,15.4,21.7,6,2011
151-200,Florida State University,69-89,,0,0,19.1,19,2011
151-200,George Mason University,69-89,,0,32.1,10.2,9.4,2011
151-200,Iowa State University,69-89,,0,0,22.8,17.3,2011
151-200,Joseph Fourier University (Grenoble 1),07-ago,,0,15.4,10.2,21.2,2011
151-200,Kyushu University,08-sep,,0,0,16.1,18,2011
151-200,Louisiana State University - Baton Rouge,69-89,,0,0,19.1,17.2,2011
151-200,Monash University,06-jul,,0,0,14.4,18.6,2011
151-200,Mount Sinai School of Medicine,69-89,,0,0,20.4,21.9,2011
151-200,National Autonomous University of Mexico,1,,14.4,0,7.2,11.4,2011
151-200,North Carolina State University - Raleigh,69-89,,0,0,28,13.2,2011
151-200,Oregon Health and Science University,69-89,,0,0,19.1,20.5,2011
151-200,State University of New York at Stony Brook,69-89,,0,0,19.1,23.5,2011
151-200,Technical University of Denmark,3,,5.9,12.6,17.7,14.8,2011
151-200,The Chinese University of Hong Kong,1,,0,14.1,16.1,6.5,2011
151-200,The University of Alabama at Birmingham,69-89,,0,0,16.1,20,2011
151-200,The University of Calgary,07-ago,,0,0,10.2,17.2,2011
151-200,The University of Glasgow,16-19,,8.3,0,21.7,17.1,2011
151-200,The University of Texas Health Science Center at Houston,69-89,,0,15.4,17.7,14.7,2011
151-200,The University of Texas M. D. Anderson Cancer Center,69-89,,0,0,21.7,17.5,2011
151-200,Tsinghua University,1,,11.8,0,0,14.3,2011
151-200,University Libre Bruxelles,4,,18.6,18.9,12.5,11.8,2011
151-200,University of Bern,6,,14.4,0,12.5,21.1,2011
151-200,University of Buenos Aires,1,,16.6,25.2,0,7.7,2011
151-200,University of Hamburg,nov-14,,13.2,0,17.7,16.4,2011
151-200,University of Illinois at Chicago,69-89,,0,0,28,14.2,2011
151-200,University of Kansas - Lawrence,69-89,,13.2,0,19.1,13.7,2011
151-200,University of Kiel,nov-14,,11.8,15.4,10.2,12.7,2011
151-200,University of Koeln,nov-14,,0,12.6,7.2,19.3,2011
151-200,University of Mainz,nov-14,,0,8.1,17.7,18.5,2011
151-200,"University of Maryland, Baltimore",69-89,,0,0,23.9,17,2011
151-200,University of Miami,69-89,,0,0,23.9,21.1,2011
151-200,University of Milan,03-abr,,19.5,0,18.4,11.7,2011
151-200,University of Nebraska - Lincoln,69-89,,19.5,0,16.1,15.9,2011
151-200,University of New South Wales,06-jul,,0,0,20.4,13.3,2011
151-200,University of Padua,03-abr,,0,0,12.5,17.2,2011
151-200,University of Paris Descartes (Paris 5),07-ago,,13.7,11.9,10.2,17.3,2011
151-200,University of Southampton,16-19,,0,0,20.4,20.1,2011
151-200,University of Tennessee - Knoxville,69-89,,11.8,0,22.2,18,2011
151-200,University of Tsukuba,08-sep,,0,19.9,12.5,9.7,2011
151-200,University of Vienna,1,,15.6,0,14.4,18.4,2011
151-200,University of Wageningen,07-sep,,0,0,28.4,14.3,2011
151-200,University of Warwick,16-19,,0,0,25.5,15.5,2011
151-200,University of Waterloo,07-ago,,0,0,19.1,11.7,2011
151-200,Virginia Commonwealth University,69-89,,11.8,14.1,17.7,11.6,2011
151-200,Virginia Polytechnic Institute and State University,69-89,,13.2,0,22.8,14.8,2011
201-300,Autonomous University of Madrid,01-abr,,0,0,12.5,14.4,2011
201-300,Brandeis University,90-110,,22,0,7.2,18.8,2011
201-300,Chalmers University of Technology,05-ago,,0,0,17.7,11.1,2011
201-300,Charles University in Prague,1,,10.2,0,0,13.4,2011
201-300,Claude Bernard University Lyon 1,sep-13,,11.8,0,0,20.8,2011
201-300,Complutense University of Madrid,01-abr,,22,0,0,9,2011
201-300,Dalhousie University,sep-18,,0,0,14.4,16.5,2011
201-300,Dresden University of Technology,15-23,,0,0,7.2,11.3,2011
201-300,Fudan University,02-jul,,0,0,7.2,12.1,2011
201-300,Keio University,10,,0,0,10.2,14.5,2011
201-300,King Saud University,1,,0,0,33.1,2.1,2011
201-300,Korea Advanced Institute of Science and Technology,02-mar,,0,0,7.2,14.8,2011
201-300,Lancaster University,20-29,,0,0,17.7,10.5,2011
201-300,Laval University,sep-18,,0,0,16.1,9.6,2011
201-300,Macquarie University,08-sep,,0,0,17.7,13.6,2011
201-300,Medical University of Vienna,02-mar,,10.2,15.4,7.2,8.6,2011
201-300,Nanjing University,02-jul,,0,0,0,13,2011
201-300,Nanyang Technological University,2,,0,0,0,7.6,2011
201-300,National and Kapodistrian University of Athens,1,,0,0,12.5,4.1,2011
201-300,National Cheng Kung University,2,,0,0,10.2,2.1,2011
201-300,Newcastle University,20-29,,0,0,14.4,19,2011
201-300,Norwegian University of Science and Technology,02-mar,,15.6,0,10.2,13.9,2011
201-300,Paul Sabatier University (Toulouse 3),sep-13,,0,6.3,7.2,18.5,2011
201-300,Peking University,02-jul,,0,0,0,13.5,2011
201-300,Polytechnic Institute of Milan,05-ago,,8.3,15.4,0,9,2011
201-300,"Queen Mary, U. of London",20-29,,20.4,0,16.1,16.5,2011
201-300,Queen's University,sep-18,,0,0,16.1,14.1,2011
201-300,Rensselaer Polytechnic Institute,90-110,,14.4,0,17.7,9.1,2011
201-300,Royal Institute of Technology,05-ago,,0,15.4,7.2,9.7,2011
201-300,RWTH Aachen University,15-23,,0,0,10.2,10.1,2011
201-300,Shanghai Jiao Tong University,02-jul,,0,0,7.2,9.1,2011
201-300,Simon Fraser University,sep-18,,0,0,14.4,10.3,2011
201-300,State University of Campinas,2,,0,0,7.2,7.9,2011
201-300,State University of New York at Buffalo,90-110,,0,0,16.1,7.7,2011
201-300,Technical University of Berlin,15-23,,18.6,0,16.1,6.8,2011
201-300,The George Washington University,90-110,,13.2,0,12.5,10.6,2011
201-300,The Hong Kong Polytechnic University,02-abr,,0,0,14.4,3.4,2011
201-300,The Hong Kong University of Science and Technology,02-abr,,0,0,17.7,5.8,2011
201-300,The University of Adelaide,08-sep,,16.6,0,10.2,12.2,2011
201-300,The University of Auckland,01-feb,,15.6,0,10.2,13.8,2011
201-300,The University of Connecticut - Storrs,90-110,,13.2,0,15.3,11.1,2011
201-300,The University of Hong Kong,02-abr,,0,0,14.4,11.1,2011
201-300,The University of New Mexico - Albuquerque,90-110,,0,0,12.5,18.7,2011
201-300,The University of Reading,20-29,,0,0,14.4,16.5,2011
201-300,The University of Texas Health Science Center at San Antonio,90-110,,0,0,22.8,5.8,2011
201-300,Trinity College Dublin,1,,11.8,14.1,7.2,11.4,2011
201-300,Umea University,05-ago,,0,0,14.4,12.1,2011
201-300,University of Aberdeen,20-29,,0,0,10.2,13.4,2011
201-300,University of Antwerp,05-jun,,0,0,10.2,11.4,2011
201-300,University of Barcelona,01-abr,,0,0,10.2,13.8,2011
201-300,University of Bergen,02-mar,,0,0,7.2,15.3,2011
201-300,University of Bochum,15-23,,0,0,12.5,10.4,2011
201-300,University of Bologna,05-ago,,0,0,10.2,11.3,2011
201-300,University of Cape Town,1,,21.2,0,10.2,13.1,2011
201-300,University of Central Florida,90-110,,0,0,15.3,11.6,2011
201-300,University of Cincinnati,90-110,,0,0,22.8,9.5,2011
201-300,University of Colorado at Denver,90-110,,0,0,17.7,13.7,2011
201-300,University of Duesseldorf,15-23,,13.2,0,11.4,12.1,2011
201-300,University of Durham,20-29,,0,0,19.1,16.8,2011
201-300,University of East Anglia,20-29,,15.6,0,16.1,17,2011
201-300,University of Erlangen-Nuremberg,15-23,,0,0,14.4,14,2011
201-300,University of Florence,05-ago,,0,0,16.1,13.5,2011
201-300,University of Gothenburg,05-ago,,0,15.4,7.2,9.7,2011
201-300,University of Guelph,sep-18,,0,0,16.1,14.9,2011
201-300,University of Houston,90-110,,0,0,20.4,12.8,2011
201-300,University of Innsbruck,02-mar,,0,10.9,7.2,15.1,2011
201-300,University of Kentucky,90-110,,11.8,0,7.2,11.1,2011
201-300,University of Lausanne,7,,0,0,11.4,19.3,2011
201-300,University of Leicester,20-29,,0,0,19.1,17.1,2011
201-300,University of Leipzig,15-23,,13.2,15.4,0,9.8,2011
201-300,University of Liege,05-jun,,8.3,0,10.2,12.3,2011
201-300,University of Lorraine,sep-13,,13.2,18.9,0,11.3,2011
201-300,University of Maastricht,10,,0,0,7.2,7.9,2011
201-300,University of Manitoba,sep-18,,0,0,16.1,9.3,2011
201-300,University of Marburg,15-23,,11.8,0,14.4,15.3,2011
201-300,University of Medicine and Dentistry New Jersey,90-110,,0,0,21.7,12.3,2011
201-300,University of Missouri - Columbia,90-110,,10.2,0,7.2,12.8,2011
201-300,University of Montpellier 2,sep-13,,11.8,0,12.5,16.6,2011
201-300,University of Notre Dame,90-110,,14.4,0,17.7,14.3,2011
201-300,University of Oregon,90-110,,10.2,0,10.2,19.7,2011
201-300,University of Otago,01-feb,,0,0,14.4,11.1,2011
201-300,University of Ottawa,sep-18,,0,0,7.2,14.4,2011
201-300,University of Paris Dauphine (Paris 9),sep-13,,17.6,26.7,7.2,0,2011
201-300,University of Saskatchewan,sep-18,,10.2,0,16.1,8,2011
201-300,University of Science and Technology of China,02-jul,,0,0,7.2,12.3,2011
201-300,University of South Carolina - Columbia,90-110,,0,0,16.1,12.3,2011
201-300,University of South Florida,90-110,,0,0,12.5,11.7,2011
201-300,University of Southern Denmark,4,,0,0,14.4,10.3,2011
201-300,University of St Andrews,20-29,,11.8,0,7.2,20.7,2011
201-300,University of Stuttgart,15-23,,21.2,0,10.2,15.1,2011
201-300,University of Turin,05-ago,,17.6,0,12.5,7.6,2011
201-300,University of Valencia,01-abr,,0,0,7.2,10.6,2011
201-300,University of Vermont,90-110,,15.6,0,14.4,8,2011
201-300,University of Victoria,sep-18,,0,0,14.4,11.3,2011
201-300,University of York,20-29,,0,0,17.7,12.9,2011
201-300,Washington State University - Pullman,90-110,,0,0,20.4,12.8,2011
201-300,Western University,sep-18,,0,0,8.8,14.7,2011
201-300,Yeshiva University,90-110,,0,0,12.5,16,2011
201-300,Yonsei University,02-mar,,0,0,7.2,9.4,2011
201-300,Zhejiang University,02-jul,,0,0,0,10.5,2011
301-400,Aristotle University of Thessaloniki,2,,0,0,10.2,3.5,2011
301-400,Autonomous University of Barcelona,05-jun,,0,0,0,11.2,2011
301-400,Bar-Ilan University,05-jun,,0,0,14.4,8.9,2011
301-400,Ben-Gurion University of the Negev,05-jun,,0,0,7.2,8.8,2011
301-400,Brigham Young University,111-137,,10.2,0,14.4,4,2011
301-400,China Agricultural University,08-dic,,0,0,0,9.6,2011
301-400,City University of Hong Kong,5,,0,0,13.5,0,2011
301-400,City University of New York City College,111-137,,32.8,0,10.2,8.4,2011
301-400,Clemson University,111-137,,0,0,12.5,6.4,2011
301-400,Drexel University,111-137,,0,0,7.2,11.2,2011
301-400,Ecole Polytechnique,14-17,,19.5,0,7.2,9.4,2011
301-400,Eindhoven University of Technology,11-dic,,0,0,7.2,6.9,2011
301-400,Eotvos Lorand University,01-feb,,15.6,0,10.2,9.5,2011
301-400,Federal University of Minas Gerais,03-may,,0,0,7.2,5.5,2011
301-400,Federal University of Rio de Janeiro,03-may,,0,0,0,11.1,2011
301-400,Flinders University,oct-13,,17.6,0,10.2,5.2,2011
301-400,Georgetown University,111-137,,0,0,12.5,6.1,2011
301-400,Hanyang University,04-jul,,0,0,0,6.7,2011
301-400,Hiroshima University,nov-16,,0,0,10.2,12.8,2011
301-400,Huazhong University of Science and Technology,08-dic,,0,0,0,4.8,2011
301-400,Indian Institute of Science,1,,0,0,14.4,6.2,2011
301-400,Indiana University-Purdue University at Indianapolis,111-137,,0,0,0,6.8,2011
301-400,Industrial Physics and Chemistry Higher Educational Institution - Paris,14-17,,8.3,18.9,0,10.7,2011
301-400,Istanbul University,1,,15.6,0,0,3.4,2011
301-400,Jagiellonian University,01-feb,,11.8,0,7.2,7.5,2011
301-400,James Cook University,oct-13,,0,0,10.2,13.4,2011
301-400,Kanazawa University,nov-16,,0,0,10.2,9.7,2011
301-400,Kansas State University,111-137,,0,0,14.4,7.8,2011
301-400,Karlsruhe Institute of Technology (KIT),24-32,,0,0,10.2,14.7,2011
301-400,King Fahd University of Petroleum & Minerals,2,,0,0,27.5,0,2011
301-400,Kobe University,nov-16,,0,0,10.2,14,2011
301-400,Korea University,04-jul,,0,0,0,7.1,2011
301-400,Medical University of Innsbruck,04-may,,0,0,12.5,5.8,2011
301-400,Medical University of South Carolina,111-137,,0,0,14.4,5.6,2011
301-400,National Chiao Tung University,03-abr,,0,0,7.2,6.5,2011
301-400,National Tsing Hua University,03-abr,,14.4,0,0,9.4,2011
301-400,Northeastern University,111-137,,0,0,7.2,13.2,2011
301-400,Okayama University,nov-16,,0,0,7.2,13.1,2011
301-400,Pohang University of Science and Technology,04-jul,,0,0,0,11.3,2011
301-400,Polytechnic University of Valencia,05-jun,,0,0,5.1,12.7,2011
301-400,Queen's University Belfast,30-33,,20.4,0,0,12.4,2011
301-400,Saint Louis University,111-137,,0,12.6,10.2,5.2,2011
301-400,Saint Petersburg State University,2,,30.6,0,0,4.8,2011
301-400,San Diego State University,111-137,,0,0,14.4,13.5,2011
301-400,Sao Paulo State University,03-may,,0,0,0,5.5,2011
301-400,Scuola Normale Superiore - Pisa,sep-13,,0,0,14.4,6.4,2011
301-400,Shandong University,08-dic,,0,0,0,4.5,2011
301-400,Sichuan University,08-dic,,0,0,0,2.6,2011
301-400,State University of New York at Albany,111-137,,0,0,16.1,6.1,2011
301-400,State University of New York Health Science Center at Brooklyn,111-137,,0,15.4,10.2,7.6,2011
301-400,Stockholm School of Economics,09-oct,,0,16.6,0,,2011
301-400,Sun Yat-sen University,08-dic,,0,0,0,4.5,2011
301-400,Sungkyunkwan University,04-jul,,0,0,0,10,2011
301-400,Swedish University of Agricultural Sciences,09-oct,,0,0,12.5,12.2,2011
301-400,Syracuse University,111-137,,0,0,16.1,8.9,2011
301-400,Technical University Darmstadt,24-32,,16.6,0,7.2,7.5,2011
301-400,Temple University,111-137,,0,0,12.5,7.5,2011
301-400,The University of Dundee,30-33,,0,0,16.1,11,2011
301-400,The University of Montana - Missoula,111-137,,5.9,0,14.4,13.3,2011
301-400,The University of Texas at Dallas,111-137,,0,0,10.2,13.7,2011
301-400,The University of Texas Medical Branch at Galveston,111-137,,0,0,17.7,7.6,2011
301-400,Thomas Jefferson University,111-137,,0,0,17.7,4.8,2011
301-400,Tokyo Medical and Dental University,nov-16,,0,0,7.2,14.1,2011
301-400,Tulane University,111-137,,0,0,14.4,12.6,2011
301-400,University College Cork,02-mar,,0,0,16.1,6.8,2011
301-400,University College Dublin,02-mar,,0,0,7.2,11.6,2011
301-400,University of Alaska - Fairbanks,111-137,,0,0,14.4,12.5,2011
301-400,University of Bath,30-33,,0,0,10.2,12.3,2011
301-400,University of Bielefeld,24-32,,0,0,14.4,9.4,2011
301-400,University of Bordeaux 1,14-17,,0,0,12.5,14.7,2011
301-400,University of Duisburg-Essen,24-32,,0,0,7.2,8.4,2011
301-400,University of Exeter,30-33,,0,0,0,19.5,2011
301-400,University of Genova,sep-13,,0,0,14.4,4.3,2011
301-400,University of Graz,04-may,,8.3,12.6,0,8.4,2011
301-400,University of Halle-Wittenberg,24-32,,0,8.9,7.2,11.7,2011
301-400,University of Jena,24-32,,0,0,0,12.1,2011
301-400,University of Konstanz,24-32,,0,0,14.4,11.6,2011
301-400,University of Naples Federico II,sep-13,,0,0,7.2,5.2,2011
301-400,University of Nebraska Medical Center,111-137,,0,0,16.1,8,2011
301-400,University of New Hampshire - Durham,111-137,,0,0,14.4,14.3,2011
301-400,University of Newcastle,oct-13,,0,0,12.5,6.1,2011
301-400,University of Oklahoma - Norman,111-137,,0,0,10.2,10.5,2011
301-400,University of Oulu,02-mar,,13.2,0,7.2,8,2011
301-400,University of Palermo,sep-13,,0,0,12.5,6,2011
301-400,University of Porto,1,,0,0,0,6.8,2011
301-400,University of Regensburg,24-32,,0,0,7.2,10.4,2011
301-400,University of Rennes 1,14-17,,0,0,7.2,11.9,2011
301-400,University of Rhode Island,111-137,,0,0,20.4,10,2011
301-400,University of Roma - Tor Vergata,sep-13,,0,0,0,10.3,2011
301-400,University of Szeged,01-feb,,0,15.4,7.2,6.8,2011
301-400,University of Tasmania,oct-13,,0,0,7.2,11.8,2011
301-400,University of Tehran,1,,14.4,0,0,0,2011
301-400,University of the Witwatersrand,2,,21.2,0,0,11.2,2011
301-400,University of Turku,02-mar,,0,0,12.5,6.8,2011
301-400,University of Twente,11-dic,,0,0,10.2,6.9,2011
301-400,University of Ulm,24-32,,0,0,7.2,10.1,2011
301-400,University of Warsaw,01-feb,,17.6,0,0,8.4,2011
301-400,Wake Forest University,111-137,,0,0,12.5,8.3,2011
301-400,Waseda University,nov-16,,0,0,12.5,8,2011
301-400,Wayne State University,111-137,,0,0,7.2,11.2,2011
401-500,Auburn University,138-151,,0,0,7.2,4.8,2011
401-500,Beijing Normal University,13-23,,0,0,0,6.6,2011
401-500,Beijing University of Aeronautics and Astronautics,13-23,,0,0,7.2,3.4,2011
401-500,Boston College,138-151,,0,0,7.2,11.3,2011
