id_school,university_name,world_rank,national_rank,alumni,award,hici,ns,year
1,Harvard University,1,1,100,100,100,100,2011
4,Stanford University,2,2,41.2,78.4,88.4,70.2,2011
819,Massachusetts Institute of Technology (MIT),3,3,72.8,81.9,67.9,70.6,2011
8,"University of California, Berkeley",4,4,68.3,79.3,70,69.5,2011
6,University of Cambridge,5,1,87.1,96.7,54.5,54.1,2011
2,California Institute of Technology,6,5,52.6,68.8,57.3,65,2011
5,Princeton University,7,6,56.7,87.1,62.1,43.8,2011
18,Columbia University,8,7,69.6,67.4,57.1,50.8,2011
12,University of Chicago,9,8,65,83.9,52,40.4,2011
7,University of Oxford,10,2,55.5,57.6,48.9,49.7,2011
10,Yale University,11,9,49.6,44.9,59.5,57.4,2011
11,"University of California, Los Angeles",12,10,30,42.6,57.5,53.1,2011
14,Cornell University,13,11,42,51.1,54.5,48.3,2011
19,University of Pennsylvania,14,12,36.3,34.3,57.7,48.8,2011
32,"University of California, San Diego",15,13,15.6,35.8,61.2,52.4,2011
23,University of Washington,16,14,24.3,31.7,55,51.9,2011
820,"University of California, San Francisco",17,15,0,40.1,53.5,54.2,2011
821,The Johns Hopkins University,18,16,43.2,32.1,42.1,47.9,2011
822,University of Wisconsin - Madison,19,17,35.3,35.4,52,39.7,2011
22,University College London,20,3,32.2,32.1,39.5,46.1,2011
823,The University of Tokyo,21,1,35.3,14.1,42.1,52.7,2011
824,University of Michigan - Ann Arbor,22,18,36.7,0,60.4,45,2011
825,Swiss Federal Institute of Technology Zurich,23,1,33.8,36.1,36.4,43.6,2011
826,"The Imperial College of Science, Technology and Medicine",24,4,16.6,37.2,41.5,39.6,2011
33,University of Illinois at Urbana-Champaign,25,19,34.3,36.5,43.9,38.2,2011
17,University of Toronto,26,1,22.8,19.2,38.9,40.6,2011
57,Kyoto University,27,2,33.8,34.7,39.5,35.5,2011
827,"University of Minnesota, Twin Cities",28,20,30,16.2,51,36.8,2011
60,New York University,29,21,32.2,24.4,42.1,39.4,2011
25,Northwestern University,30,22,17.6,22.1,48.4,37.7,2011
828,Washington University in St. Louis,31,23,21.2,25.9,38.9,42.6,2011
829,University of Colorado at Boulder,32,24,14.4,30.7,39.5,42.2,2011
830,Rockefeller University,33,25,19.5,58.4,28.9,42.5,2011
29,"University of California, Santa Barbara",33,25,16.6,35.1,42.7,34.8,2011
24,Duke University,35,27,17.6,0,47,40.9,2011
831,The University of Texas at Austin,35,27,18.6,16.6,45.6,31.7,2011
30,University of British Columbia,37,2,17.6,18.9,32.3,31.8,2011
832,The University of Manchester,38,5,21.2,33.9,28,27.7,2011
98,"University of Maryland, College Park",38,29,22,19.9,41.5,31,2011
833,University of Paris Sud (Paris 11),40,1,32.2,53.9,16.1,20.3,2011
834,Pierre and Marie  Curie University - Paris 6,41,2,35.4,23.5,25,30.1,2011
31,University of North Carolina at Chapel Hill,42,30,10.2,16.2,39.5,31.8,2011
177,University of Copenhagen,43,1,25,24.1,25.5,26.3,2011
44,Karolinska Institute,44,1,25.6,27.2,32.3,21.3,2011
835,Pennsylvania State University - University Park,45,31,11.8,0,46.2,36.9,2011
74,University of Southern California,46,32,0,26.7,39.5,26.1,2011
836,Technical University Munich,47,1,39.9,23.5,25,21.9,2011
54,"University of California, Davis",48,33,0,0,47.9,33.5,2011
49,"University of California, Irvine",48,33,0,29.3,36.8,25.9,2011
143,Utrecht University,48,1,26.3,20.9,29.8,29,2011
837,The University of Texas Southwestern Medical Center at Dallas,51,35,21.2,33.1,31.5,29.4,2011
51,Vanderbilt University,52,36,17.6,29.5,31.5,22.1,2011
838,The University of Edinburgh,53,6,23.5,16.6,27,34.2,2011
839,University of Munich,54,2,29.4,22.8,16.1,28.2,2011
20,Carnegie Mellon University,55,37,36.3,32.7,30.6,16.4,2011
91,University of Zurich,56,2,5.9,26.7,25.5,29.4,2011
840,The Hebrew University of Jerusalem,57,1,36.7,28.1,25,20,2011
64,University of Pittsburgh,57,38,21.2,0,42.1,24.2,2011
841,"Rutgers, The State University of New Jersey - New Brunswick",59,39,11.8,19.9,39.5,26.5,2011
36,University of Melbourne,60,1,19.5,14.1,25,21.1,2011
842,Purdue University - West Lafayette,61,40,15.6,23.2,29.8,23.8,2011
843,University of Heidelberg,62,3,15.6,27,19.1,24.1,2011
844,The Ohio State University - Columbus,63,41,14.4,0,41.1,26.2,2011
35,McGill University,64,3,31.1,0,32.3,24.2,2011
55,Brown University,65,42,16.6,13.6,32.3,29.5,2011
126,Leiden University,65,2,20.4,15.4,28,22.6,2011
148,Uppsala University,67,2,20.4,32.1,14.4,22.4,2011
845,King's College London,68,7,14.4,23,30.6,17.6,2011
846,Ecole Normale Superieure - Paris,69,3,54.2,24.4,12.5,19.4,2011
847,The Australian National University,70,2,15.6,12.6,33.9,26.3,2011
68,University of Bristol,70,8,8.3,17.8,28.4,29.6,2011
206,University of Florida,72,43,19.5,0,37.5,19.7,2011
118,University of Geneva,73,3,25,28.1,20.4,25.6,2011
102,University of Helsinki,74,1,14.4,17.8,23.9,20.8,2011
221,University of Oslo,75,1,20.4,33.3,17.7,14.9,2011
59,Boston University,76,44,13.2,11.5,29.8,25.8,2011
848,Moscow State University,77,1,47.4,34.1,0,10.1,2011
849,Arizona State University - Tempe,78,45,0,19.9,27,28.8,2011
84,University of Utah,79,46,0,11.5,30.6,27.6,2011
96,University of Arizona,80,47,0,0,29.8,37.1,2011
129,Stockholm University,81,3,24.3,29.5,16.1,19.1,2011
850,Indiana University Bloomington,82,48,11.8,22.7,26,20.5,2011
130,Osaka University,82,3,10.2,0,27,28.2,2011
203,University of Rochester,84,49,28.2,8.9,27,22.8,2011
176,University of Nottingham,85,9,13.2,19.9,23.9,16.3,2011
167,Aarhus University,86,2,13.2,22.1,7.2,24.3,2011
81,The University of Queensland,86,3,14.4,0,20.4,24.4,2011
851,University of Goettingen,86,4,31.1,19.9,16.1,18.9,2011
124,Ghent University,89,1,5.9,15.4,17.7,16.8,2011
93,McMaster University,89,4,14.4,18.9,23.9,16.7,2011
97,University of Basel,89,4,22,17,23.4,18,2011
122,Michigan State University,92,50,10.2,0,36.8,19.5,2011
47,Rice University,93,51,18.6,21.8,21.7,23.2,2011
230,Nagoya University,94,4,25,14.1,16.1,22.4,2011
180,University of Bonn,94,5,17.6,19.9,14.4,23.9,2011
71,University of Sydney,96,4,16.6,0,19.1,19,2011
65,Case Western Reserve University,97,52,34.8,11.5,21.7,16.6,2011
852,The University of Sheffield,97,10,20.4,14.1,21,18.7,2011
132,Tohoku University,97,5,16.6,0,21.7,22.1,2011
853,Texas A&M University - College Station,100,53,0,0,33.9,19.9,2011
854,University of Frankfurt,100,6,34.8,8.9,19.1,19.7,2011
493,Aix-Marseille University,102-150,04-jun,15.6,0,16.1,22.4,2011
855,Baylor College of Medicine,102-150,54-68,0,0,19.1,32.7,2011
856,Catholic University of Leuven,102-150,02-mar,0,0,22.8,16.3,2011
857,Catholic University of Louvain,102-150,02-mar,11.8,13.6,17.7,11.4,2011
61,Emory University,102-150,54-68,0,0,32.3,24.8,2011
27,Georgia Institute of Technology,102-150,54-68,14.4,0,26,22.6,2011
287,Hokkaido University,102-150,06-jul,13.2,16.2,16.1,16.5,2011
86,London School of Economics and Political Science,102-150,nov-15,22.8,16.2,16.1,,2011
89,Lund University,102-150,4,24.3,0,25,17.2,2011
858,Mayo Medical School,102-150,54-68,0,0,25,15.1,2011
115,National Taiwan University,102-150,1,13.2,0,17.7,12.7,2011
34,National University of Singapore,102-150,1,0,0,10.2,16.3,2011
419,Oregon State University,102-150,54-68,11.8,0,27,22.2,2011
211,Radboud University Nijmegen,102-150,03-jun,18.6,0,10.2,17.4,2011
110,Seoul National University,102-150,1,0,0,7.2,14.5,2011
859,Swiss Federal Institute of Technology of Lausanne,102-150,5,0,0,23.9,22.6,2011
860,Technion-Israel Institute of Technology,102-150,02-abr,16.6,23,16.1,13.4,2011
215,Tel Aviv University,102-150,02-abr,0,0,23.9,15.6,2011
861,The University of Georgia,102-150,54-68,0,0,27,21.1,2011
862,The University of Western Australia,102-150,5,15.6,14.1,22.8,13.9,2011
113,Tokyo Institute of Technology,102-150,06-jul,14.4,0,21.7,21.8,2011
53,Tufts University,102-150,54-68,16.6,16.6,22.8,15.1,2011
127,University of Alberta,102-150,05-jun,13.2,0,21.7,19.4,2011
165,University of Amsterdam,102-150,03-jun,5.9,0,19.1,21.1,2011
146,University of Birmingham,102-150,nov-15,21.2,10.9,21.7,16.1,2011
117,"University of California, Riverside",102-150,54-68,14.4,0,27,28.6,2011
69,"University of California, Santa Cruz",102-150,54-68,0,0,28.9,34.3,2011
160,University of Delaware,102-150,54-68,11.8,16.2,22.8,12.7,2011
133,University of Freiburg,102-150,07-oct,21.2,20.9,15.3,21.1,2011
170,University of Groningen,102-150,03-jun,0,19.9,17.7,16.6,2011
863,University of Hawaii at Manoa,102-150,54-68,0,0,26,27.5,2011
134,University of Iowa,102-150,54-68,0,0,30.6,23.9,2011
168,University of Leeds,102-150,nov-15,19.5,0,14.4,21.8,2011
166,University of Liverpool,102-150,nov-15,19.5,15.4,12.5,19.4,2011
864,University of Massachusetts Amherst,102-150,54-68,15.6,0,33.1,16.5,2011
865,University of Massachusetts Medical School - Worcester,102-150,54-68,0,19.9,14.4,28.5,2011
138,University of Montreal,102-150,05-jun,13.2,0,14.4,19,2011
866,University of Muenster,102-150,07-oct,22,15.4,12.5,14.9,2011
867,University of Paris Diderot (Paris 7),102-150,04-jun,15.6,13.8,14.4,22.7,2011
341,University of Pisa,102-150,01-feb,15.6,23.5,16.1,5.2,2011
868,University of Roma - La Sapienza,102-150,01-feb,13.2,15.4,10.2,15.6,2011
869,University of Sao Paulo,102-150,1,0,0,10.2,12.5,2011
243,University of Strasbourg,102-150,04-jun,25,22.4,17.7,18.4,2011
80,University of Sussex,102-150,nov-15,0,22.7,20.4,14.9,2011
870,University of Tuebingen,102-150,07-oct,25.6,0,14.4,18.7,2011
72,University of Virginia,102-150,54-68,0,0,33.9,27.8,2011
871,University of Wuerzburg,102-150,07-oct,22,8.9,22.2,16.1,2011
139,VU University Amsterdam,102-150,03-jun,0,0,25,15.6,2011
872,Weizmann Institute of Science,102-150,02-abr,14.4,16.2,23.9,29.2,2011
228,Cardiff University,151-200,16-19,0,16.2,7.2,20.5,2011
249,Colorado State University,151-200,69-89,0,0,29.8,14.3,2011
99,Dartmouth College,151-200,69-89,20.4,0,23.9,19,2011
151,Delft University of Technology,151-200,07-sep,13.2,0,7.2,20.1,2011
873,Erasmus University,151-200,07-sep,0,15.4,21.7,6,2011
487,Florida State University,151-200,69-89,0,0,19.1,19,2011
314,George Mason University,151-200,69-89,0,32.1,10.2,9.4,2011
157,Iowa State University,151-200,69-89,0,0,22.8,17.3,2011
874,Joseph Fourier University (Grenoble 1),151-200,07-ago,0,15.4,10.2,21.2,2011
267,Kyushu University,151-200,08-sep,0,0,16.1,18,2011
875,Louisiana State University - Baton Rouge,151-200,69-89,0,0,19.1,17.2,2011
179,Monash University,151-200,06-jul,0,0,14.4,18.6,2011
876,Mount Sinai School of Medicine,151-200,69-89,0,0,20.4,21.9,2011
435,National Autonomous University of Mexico,151-200,1,14.4,0,7.2,11.4,2011
877,North Carolina State University - Raleigh,151-200,69-89,0,0,28,13.2,2011
488,Oregon Health and Science University,151-200,69-89,0,0,19.1,20.5,2011
878,State University of New York at Stony Brook,151-200,69-89,0,0,19.1,23.5,2011
123,Technical University of Denmark,151-200,3,5.9,12.6,17.7,14.8,2011
879,The Chinese University of Hong Kong,151-200,1,0,14.1,16.1,6.5,2011
880,The University of Alabama at Birmingham,151-200,69-89,0,0,16.1,20,2011
881,The University of Calgary,151-200,07-ago,0,0,10.2,17.2,2011
882,The University of Glasgow,151-200,16-19,8.3,0,21.7,17.1,2011
883,The University of Texas Health Science Center at Houston,151-200,69-89,0,15.4,17.7,14.7,2011
884,The University of Texas M. D. Anderson Cancer Center,151-200,69-89,0,0,21.7,17.5,2011
58,Tsinghua University,151-200,1,11.8,0,0,14.3,2011
885,University Libre Bruxelles,151-200,4,18.6,18.9,12.5,11.8,2011
204,University of Bern,151-200,6,14.4,0,12.5,21.1,2011
886,University of Buenos Aires,151-200,1,16.6,25.2,0,7.7,2011
258,University of Hamburg,151-200,nov-14,13.2,0,17.7,16.4,2011
197,University of Illinois at Chicago,151-200,69-89,0,0,28,14.2,2011
887,University of Kansas - Lawrence,151-200,69-89,13.2,0,19.1,13.7,2011
276,University of Kiel,151-200,nov-14,11.8,15.4,10.2,12.7,2011
888,University of Koeln,151-200,nov-14,0,12.6,7.2,19.3,2011
889,University of Mainz,151-200,nov-14,0,8.1,17.7,18.5,2011
890,"University of Maryland, Baltimore",151-200,69-89,0,0,23.9,17,2011
218,University of Miami,151-200,69-89,0,0,23.9,21.1,2011
259,University of Milan,151-200,03-abr,19.5,0,18.4,11.7,2011
891,University of Nebraska - Lincoln,151-200,69-89,19.5,0,16.1,15.9,2011
154,University of New South Wales,151-200,06-jul,0,0,20.4,13.3,2011
262,University of Padua,151-200,03-abr,0,0,12.5,17.2,2011
892,University of Paris Descartes (Paris 5),151-200,07-ago,13.7,11.9,10.2,17.3,2011
90,University of Southampton,151-200,16-19,0,0,20.4,20.1,2011
893,University of Tennessee - Knoxville,151-200,69-89,11.8,0,22.2,18,2011
280,University of Tsukuba,151-200,08-sep,0,19.9,12.5,9.7,2011
195,University of Vienna,151-200,1,15.6,0,14.4,18.4,2011
894,University of Wageningen,151-200,07-sep,0,0,28.4,14.3,2011
210,University of Warwick,151-200,16-19,0,0,25.5,15.5,2011
244,University of Waterloo,151-200,07-ago,0,0,19.1,11.7,2011
895,Virginia Commonwealth University,151-200,69-89,11.8,14.1,17.7,11.6,2011
283,Virginia Polytechnic Institute and State University,151-200,69-89,13.2,0,22.8,14.8,2011
286,Autonomous University of Madrid,201-300,01-abr,0,0,12.5,14.4,2011
207,Brandeis University,201-300,90-110,22,0,7.2,18.8,2011
248,Chalmers University of Technology,201-300,05-ago,0,0,17.7,11.1,2011
313,Charles University in Prague,201-300,1,10.2,0,0,13.4,2011
422,Claude Bernard University Lyon 1,201-300,sep-13,11.8,0,0,20.8,2011
527,Complutense University of Madrid,201-300,01-abr,22,0,0,9,2011
193,Dalhousie University,201-300,sep-18,0,0,14.4,16.5,2011
896,Dresden University of Technology,201-300,15-23,0,0,7.2,11.3,2011
251,Fudan University,201-300,02-jul,0,0,7.2,12.1,2011
318,Keio University,201-300,10,0,0,10.2,14.5,2011
455,King Saud University,201-300,1,0,0,33.1,2.1,2011
897,Korea Advanced Institute of Science and Technology,201-300,02-mar,0,0,7.2,14.8,2011
125,Lancaster University,201-300,20-29,0,0,17.7,10.5,2011
413,Laval University,201-300,sep-18,0,0,16.1,9.6,2011
253,Macquarie University,201-300,08-sep,0,0,17.7,13.6,2011
424,Medical University of Vienna,201-300,02-mar,10.2,15.4,7.2,8.6,2011
120,Nanjing University,201-300,02-jul,0,0,0,13,2011
174,Nanyang Technological University,201-300,2,0,0,0,7.6,2011
542,National and Kapodistrian University of Athens,201-300,1,0,0,12.5,4.1,2011
426,National Cheng Kung University,201-300,2,0,0,10.2,2.1,2011
153,Newcastle University,201-300,20-29,0,0,14.4,19,2011
268,Norwegian University of Science and Technology,201-300,02-mar,15.6,0,10.2,13.9,2011
898,Paul Sabatier University (Toulouse 3),201-300,sep-13,0,6.3,7.2,18.5,2011
37,Peking University,201-300,02-jul,0,0,0,13.5,2011
899,Polytechnic Institute of Milan,201-300,05-ago,8.3,15.4,0,9,2011
900,"Queen Mary, U. of London",201-300,20-29,20.4,0,16.1,16.5,2011
901,Queen's University,201-300,sep-18,0,0,16.1,14.1,2011
104,Rensselaer Polytechnic Institute,201-300,90-110,14.4,0,17.7,9.1,2011
902,Royal Institute of Technology,201-300,05-ago,0,15.4,7.2,9.7,2011
182,RWTH Aachen University,201-300,15-23,0,0,10.2,10.1,2011
325,Shanghai Jiao Tong University,201-300,02-jul,0,0,7.2,9.1,2011
199,Simon Fraser University,201-300,sep-18,0,0,14.4,10.3,2011
292,State University of Campinas,201-300,2,0,0,7.2,7.9,2011
903,State University of New York at Buffalo,201-300,90-110,0,0,16.1,7.7,2011
463,Technical University of Berlin,201-300,15-23,18.6,0,16.1,6.8,2011
904,The George Washington University,201-300,90-110,13.2,0,12.5,10.6,2011
905,The Hong Kong Polytechnic University,201-300,02-abr,0,0,14.4,3.4,2011
906,The Hong Kong University of Science and Technology,201-300,02-abr,0,0,17.7,5.8,2011
907,The University of Adelaide,201-300,08-sep,16.6,0,10.2,12.2,2011
908,The University of Auckland,201-300,01-feb,15.6,0,10.2,13.8,2011
909,The University of Connecticut - Storrs,201-300,90-110,13.2,0,15.3,11.1,2011
910,The University of Hong Kong,201-300,02-abr,0,0,14.4,11.1,2011
911,The University of New Mexico - Albuquerque,201-300,90-110,0,0,12.5,18.7,2011
912,The University of Reading,201-300,20-29,0,0,14.4,16.5,2011
913,The University of Texas Health Science Center at San Antonio,201-300,90-110,0,0,22.8,5.8,2011
76,Trinity College Dublin,201-300,1,11.8,14.1,7.2,11.4,2011
914,Umea University,201-300,05-ago,0,0,14.4,12.1,2011
150,University of Aberdeen,201-300,20-29,0,0,10.2,13.4,2011
296,University of Antwerp,201-300,05-jun,0,0,10.2,11.4,2011
142,University of Barcelona,201-300,01-abr,0,0,10.2,13.8,2011
135,University of Bergen,201-300,02-mar,0,0,7.2,15.3,2011
915,University of Bochum,201-300,15-23,0,0,12.5,10.4,2011
256,University of Bologna,201-300,05-ago,0,0,10.2,11.3,2011
108,University of Cape Town,201-300,1,21.2,0,10.2,13.1,2011
916,University of Central Florida,201-300,90-110,0,0,15.3,11.6,2011
191,University of Cincinnati,201-300,90-110,0,0,22.8,9.5,2011
917,University of Colorado at Denver,201-300,90-110,0,0,17.7,13.7,2011
918,University of Duesseldorf,201-300,15-23,13.2,0,11.4,12.1,2011
919,University of Durham,201-300,20-29,0,0,19.1,16.8,2011
175,University of East Anglia,201-300,20-29,15.6,0,16.1,17,2011
409,University of Erlangen-Nuremberg,201-300,15-23,0,0,14.4,14,2011
457,University of Florence,201-300,05-ago,0,0,16.1,13.5,2011
239,University of Gothenburg,201-300,05-ago,0,15.4,7.2,9.7,2011
298,University of Guelph,201-300,sep-18,0,0,16.1,14.9,2011
334,University of Houston,201-300,90-110,0,0,20.4,12.8,2011
188,University of Innsbruck,201-300,02-mar,0,10.9,7.2,15.1,2011
301,University of Kentucky,201-300,90-110,11.8,0,7.2,11.1,2011
136,University of Lausanne,201-300,7,0,0,11.4,19.3,2011
226,University of Leicester,201-300,20-29,0,0,19.1,17.1,2011
920,University of Leipzig,201-300,15-23,13.2,15.4,0,9.8,2011
921,University of Liege,201-300,05-jun,8.3,0,10.2,12.3,2011
922,University of Lorraine,201-300,sep-13,13.2,18.9,0,11.3,2011
923,University of Maastricht,201-300,10,0,0,7.2,7.9,2011
337,University of Manitoba,201-300,sep-18,0,0,16.1,9.3,2011
924,University of Marburg,201-300,15-23,11.8,0,14.4,15.3,2011
925,University of Medicine and Dentistry New Jersey,201-300,90-110,0,0,21.7,12.3,2011
926,University of Missouri - Columbia,201-300,90-110,10.2,0,7.2,12.8,2011
927,University of Montpellier 2,201-300,sep-13,11.8,0,12.5,16.6,2011
